Source Country,Name,Field Of Influence,Generation,Influence,Description
Norway,Arthur E. Tokle,Sports,First Generation,First Generation,"Arthur Emil Tokle  was a Norwegian-born American ski jumper who competed for the United States at the 1952 Winter Olympics in Oslo, finishing 18th in the individual large hill event"
Norway,Art Hauger,Sports,First Generation,Second Generation or Higher,John Arthur Hauger  was a major league baseball player and scout and minor league manager
Norway,Albert C. Knudson,Religion,First Generation,Second Generation or Higher,"Albert Cornelius Knudson  was a Christian theologian in the Methodist tradition, associated with Boston University and the school of liberal theology known as Boston personalism"
Norway,Gunvald Aus,Academia/Science,First Generation,First Generation,"Gunvald Aus, also written Aas  was a Norwegian-American engineer"
Norway,Nils Otto Tank,Religion,First Generation,First Generation,Nils Otto Tank  was a Moravian Church missionary and pioneer land developer in Wisconsin
Norway,Reidar Fauske Sognnaes,Academia/Science,First Generation,First Generation,"Reidar Sognnaes  was Dean of the Harvard School of Dental Medicine, founding Dean of the UCLA School of Dentistry and scholar in the field of oral pathology"
Norway,Odd S. Lovoll,Academia/Science,First Generation,First Generation,"Odd Sverre Lovoll  is an American author, historian and educator"
Norway,Peter Askim,Arts/Entertainment,First Generation,Second Generation or Higher,"Peter Askim is an American composer of modern classical music, conductor, music educator and a double bassist"
Norway,Ophelia Dahl,Other,First Generation,Second Generation or Higher,Ophelia Magdalena Dahl  is an American social justice and health care advocate
Norway,Sarah Cameron Sunde,Arts/Entertainment,First Generation,Second Generation or Higher,Sarah Cameron Sunde is an American theatrical director and translator based in New York City
Norway,F. Melius Christiansen,Arts/Entertainment,First Generation,First Generation,F  Melius Christiansen  was a Norwegian-born violinist and choral conductor in the Lutheran choral tradition
Norway,Agnes Mathilde Wergeland,Literature,First Generation,First Generation,"Agnes Mathilde Wergeland  was a Norwegian-American historian, poet and educator"
Norway,Gary O. Rollefson,Other,First Generation,Second Generation or Higher,Gary O  Rollefson  is an American Anthropologist
Norway,Abraham Vereide,Religion,First Generation,First Generation,Abraham Vereide  was a Norwegian-born Methodist clergyman and founder of Goodwill Industries of Seattle
Norway,Ole Bardahl,Sports,First Generation,Second Generation or Higher,Bardahl is a brand name of a line of petroleum lubrication products used in automobiles and other internal combustion engines
Norway,Ole J. Kvale,Government,First Generation,Second Generation or Higher,Ole Juulson Kvale  was a U
Norway,Kathryn Forbes,Literature,First Generation,First Generation,"Kathryn Anderson McLean , best known by her pen name Kathryn Forbes, was an American writer and memoirist"
Norway,Randolph Edgar Haugan,Literature,First Generation,First Generation,"Randolph E  Haugan  was an American author, editor and publisher"
Norway,Carlton C. Qualey,Academia/Science,Second Generation or Higher,Second Generation or Higher,"Carlton C  Qualey  was an American professor, author and historian"
Norway,Rolf G. Fjelde,Literature,First Generation,First Generation,"Rolf G  Fjelde  was an American playwright, educator and poet"
Norway,Henry Orth,Arts/Entertainment,First Generation,First Generation,Harold  William Orth  was an American architect
Norway,Peter Johnsen,Arts/Entertainment,First Generation,Second Generation or Higher,Dr  Peter Berghsey Johnsen was the Provost and Vice President for Academic Affairs at Bradley University from July 2006 to July 2008
Norway,Brynild Anundsen,Media/Journalism,First Generation,First Generation,Brynild Anundsen  was a Norwegian-American newspaper editor and publisher
Norway,Anders Haugen,Sports,First Generation,First Generation,Anders Haugen  was an American ski jumper who won four national ski jumping championships
Norway,Andreas Nilsen Rygg,Media/Journalism,First Generation,First Generation,Andreas Nilsen Rygg  was Norwegian-American newspaper editor and author
Norway,Kenneth O. Bjork,Academia/Science,First Generation,First Generation,"Kenneth O  Bjork  was an American professor, historian and author"
Norway,Michael Haugen Jr.,Sports,First Generation,Second Generation or Higher,"Michael Haugen Jr   is a right-handed professional ten-pin bowler residing in Carefree, Arizona"
Norway,Corey Engen,Sports,First Generation,First Generation,Corey Engen  was the captain of the U
Norway,Paul J. Christiansen,Arts/Entertainment,First Generation,Second Generation or Higher,Paul Joseph Christiansen  was an American choral conductor and composer
Norway,Lucille Lund,Arts/Entertainment,First Generation,First Generation,Lucille Lund  was an American film actress of the 1930s
Norway,Frank Towers,Arts/Entertainment,First Generation,Second Generation or Higher,Frank Towers   is a popular porn star from the United States
Norway,Spencer Nilsen,Arts/Entertainment,First Generation,Second Generation or Higher,Spencer Nilsen  is a video game music composer
Norway,Hans Andersen Foss,Media/Journalism,First Generation,Second Generation or Higher,"Hans Andersen Foss  was an American author, newspaper editor and temperance leader"
Norway,Helga Estby,Other,First Generation,First Generation,Helga Estby  was a Norwegian-American immigrant most noted for her walk across the United States during 1896
Norway,Ole Amundsen Buslett,Media/Journalism,First Generation,First Generation,"Ole Amundsen Buslett  was a Norwegian-born American author, newspaperman, and politician"
Norway,Haldor Johan Hanson,Literature,First Generation,Second Generation or Higher,"Haldor Johan Hanson  was an American hymn writer, publisher and author"
Norway,Erik Ramstad,Academia/Science,First Generation,Second Generation or Higher,"Erik Ramstad  was one of the founders of Minot, North Dakota"
Norway,Adolph Gundersen,Academia/Science,First Generation,Second Generation or Higher,Adolf Gundersen  was a Norwegian born American physician and founder of Gundersen Lutheran Medical Center
Norway,Herman Dahle,Government,First Generation,Second Generation or Higher,Herman Bjorn Dahle  was a United States Congressman in the House of Representatives from Wisconsin
Norway,Yngvar Sonnichsen,Arts/Entertainment,First Generation,Second Generation or Higher,"Yngvar Sonnichsen  was a Norwegian born, American artist and painter known especially for his portraits, landscapes and murals"
Norway,Harold Hagen,Government,First Generation,Second Generation or Higher,Harold Christian Hagen  was a Minnesota politician
Norway,Janae Bakken,Arts/Entertainment,Second Generation or Higher,Second Generation or Higher,Janae Bakken is an American television producer and screenwriter best known for her work on the television series Scrubs
Norway,Dagmar Oakland,Arts/Entertainment,First Generation,Second Generation or Higher,"Dagmar Oakland   was an American actress of stage and screen from San Francisco, California"
Norway,James Mitchum,Arts/Entertainment,First Generation,Second Generation or Higher,James Mitchum is an American actor
Norway,Gerhard Brandt Naeseth,Literature,First Generation,Second Generation or Higher,Gerhard Brandt Naeseth  was an American librarian and genealogist who specialized in the field of Norwegian-American immigration
Norway,Carleton Opgaard,Academia/Science,First Generation,Second Generation or Higher,Carleton Opgaard  was a noted American college and university administrator and founding president of Vancouver Island University
Norway,Peer Stromme,Religion,First Generation,First Generation,"Peer Stromme also Per Olsen Strèmme  was an American pastor, teacher, journalist, and author"
Norway,Turi Josefsen,Business/Technology,First Generation,First Generation,Turi Josefsen  is a Norwegian-American businesswoman
Norway,Jakob Larsen,Academia/Science,First Generation,Second Generation or Higher,Jakob Aall Ottesen Larsen  was an American classical scholar
Norway,Judy Lee Klemesrud,Media/Journalism,First Generation,Second Generation or Higher,Judy Lee Klemesrud  was a writer for The New York Times from 1966 until her death in 1985
Norway,Carl Tellefsen,Sports,First Generation,First Generation,Carl Tellefsen  was a Norwegian-American skiing champion and the first leader of the U
Norway,G. Unger Vetlesen,Other,First Generation,First Generation,Georg Unger Vetlesen  was a Norwegian shipbuilder and naturalized American philanthropist
Norway,Martin Hersrud,Government,First Generation,Second Generation or Higher,Martin Hersrud  was a Republican member of the North Dakota House of Representatives from 1911 to 1912
Norway,Pauline Fjelde,Arts/Entertainment,First Generation,First Generation,"Pauline Fjelde  was a Norwegian born American painter, embroiderer, and textile artist"
Norway,Ole C. Johnson,Military,First Generation,First Generation,Ole Johnson  was a Norwegian-American soldier in the American Civil War who served with the Scandinavian Regiment
Norway,Aagot Raaen,Literature,First Generation,Second Generation or Higher,Aagot Raaen  was an American author and educator
Norway,Ardis Krainik,Arts/Entertainment,First Generation,First Generation,Ardis Joan Krainik  was an American mezzo-soprano opera singer who was the general director of the Lyric Opera of Chicago for 15 years
Norway,Robert C. Gunderson,Academia/Science,First Generation,Second Generation or Higher,Robert C  Gunderson  was the first supervisor of the Genealogical Society of Utah's Royalty Identification Unit
Norway,Oscar Hauge,Other,First Generation,Second Generation or Higher,Oscar L  Hauge  served on the Los Angeles County Board of Supervisors from 1938 until 1944
Norway,Svend Rasmussen Svendsen,Arts/Entertainment,First Generation,First Generation,Svend Rasmussen Svendsen  was a Norwegian American impressionist artist
Norway,Math Dahl,Government,First Generation,First Generation,Math Dahl  was a North Dakota politician who was well known for his tenure as the North Dakota Commissioner of Agriculture and Labor from 1939 to 1964
Norway,Brynhild Haugland,Government,First Generation,First Generation,"Brynhild Haugland  was a North Dakota Republican Party politician who was well known for being one of the first female legislators in the North Dakota Legislative Assembly, as well as for being the longest serving state legislator in the history of the United States because of her continuous 52-year tenure in the North Dakota House of Representatives"
Norway,Thea Foss,Other,First Generation,Second Generation or Higher,"Thea Christiansen Foss  was the founder of Foss Maritime, the largest tugboat company in the western United States"
Norway,Kari Michaelsen,Arts/Entertainment,Second Generation or Higher,Second Generation or Higher,Kari Michaelsen  is an American actress and motivational speaker
Norway,Stan Boreson,Arts/Entertainment,Second Generation or Higher,Second Generation or Higher,"Stan Boreson , the ""King of Scandinavian Humor,"" is an American comedian and singer from Everett, Washington"
Norway,Reidar Rye Haugan,Media/Journalism,First Generation,First Generation,Reidar Rye Haugan  was an American newspaper editor and publisher
Norway,Julia Rose,Arts/Entertainment,First Generation,Second Generation or Higher,Julia Rose  is an actress
Norway,Johannes B. Wist,Media/Journalism,First Generation,Second Generation or Higher,"Johannes B  Wist  was a Norwegian American newspaper editor, journalist and author"
Norway,Canute R. Matson,Government,First Generation,First Generation,"Canute R  Matson  was a Norwegian born politician who served as Sheriff of Cook County, Illinois at the time of the 1886 Haymarket Square Riot in Chicago"
Norway,Magnus Bjorndal,Academia/Science,First Generation,Second Generation or Higher,Magnus Bjorndal  was a Norwegian American engineer and inventor
Norway,Per Ivarson Undi,Other,First Generation,First Generation,"Per Ivarson Undi , also known as Peter Iverson, was an early Norwegian-American homesteader in Wisconsin Territory"
Norway,Ralph Evinrude,Business/Technology,First Generation,Second Generation or Higher,"Ralph S  Evinrude  was an American business magnate best known for being the Chairman of Outboard Marine Corporation, and the husband of singer and entertainer Frances Langford"
Norway,Kittel Halvorson,Government,First Generation,First Generation,Kittel Halvorson  was a U
Norway,Emil Biorn,Arts/Entertainment,First Generation,First Generation,"Emil Biorn  was a Norwegian-born, American sculptor, painter and composer"
Norway,Martin Ulvestad,Academia/Science,First Generation,First Generation,Martin Ulvestad  was an American historian and author whose writings focused on Norwegian-American immigration
Norway,Lloyd Hustvedt,Academia/Science,First Generation,Second Generation or Higher,Lloyd Hustvedt  was an American professor and scholar of Norwegian-American history
Norway,Karl Ouren,Arts/Entertainment,First Generation,First Generation,"Karl Ouren  was an American artist best known for his paintings of Norwegian landscapes and scenes, particularly those featuring winter and snow"
Norway,Oscar E. Erickson,Government,First Generation,Second Generation or Higher,Oscar E  Erickson  was a North Dakota politician who served as the North Dakota Insurance Commissioner from 1937 to his death in 1945
Norway,Aad J. Vinje,Other,First Generation,First Generation,Aad John Vinje  was a justice on the Wisconsin Supreme Court
Norway,Per Lysne,Arts/Entertainment,First Generation,First Generation,Per Lysne  was an artist most associated with bringing the traditional Norwegian folk art of Rosemaling to the United States
Norway,Arne Brun Lie,Literature,First Generation,Second Generation or Higher,"Arne Brun Lie  was a Norwegian-American author and Holocaust survivor, best known for the book Night and Fog: A Survivor's Story "
Norway,Gulbrand Hagen,Media/Journalism,First Generation,Second Generation or Higher,"Gudbrand Torsteinson Hagen  was an American newspaper editor, writer, photographer in Minnesota and North Dakota at the end of 19th Century and beginning of the 20th"
Norway,Roland B. Day,Government,First Generation,Second Generation or Higher,"Roland B  Day  was Wisconsin Supreme Court Justice from 1974 to 1996, and Chief Justice from 1995 to 1996"
Norway,James M. Wahl,Other,First Generation,Second Generation or Higher,"James M  Wahl   was a Norwegian American settler and the first legislator of Lincoln County, South Dakota serving in the Dakota Territorial Legislature"
Norway,Alf Hjort,Academia/Science,First Generation,First Generation,Alf Hjort  was a Norwegian born American electrical engineer
Norway,Lars Grimsrud,Academia/Science,First Generation,First Generation,Lars Grimsrud is an aerospace engineer and performance automobile enthusiast who has become a celebrity amongst owners of carbureted Chevrolet Corvettes and GM muscle cars for his skill at tuning their engines
Norway,Jay Kleven,Sports,First Generation,Second Generation or Higher,Jay Allen Kleven  was a Major League Baseball player in 1976 for the New York Mets
Norway,Alfred M. Moen,Academia/Science,First Generation,Second Generation or Higher,"Alfred M  Moen  was an American inventor and founder of Moen, Inc"
Norway,Sonia Satra,Arts/Entertainment,Second Generation or Higher,First Generation,Sonia Satra  is an American actress
Norway,John Westergaard,Business/Technology,First Generation,First Generation,John Westergaard  was a stock analyst and founder of the Westergaard Fund
Norway,Eva Lund Haugen,Literature,First Generation,Second Generation or Higher,Eva Lund Haugen  was an American author and editor
Norway,Orin D. Haugen,Military,Second Generation or Higher,Second Generation or Higher,Orin D  Haugen  was a Colonel in the United States Army and Commanding Officer of the 511th Parachute Infantry Regiment
Norway,Gregory T. Haugan,Literature,First Generation,Second Generation or Higher,Gregory T  Haugan is an American author and expert in the field of work breakdown structure
Norway,Casper Oimoen,Sports,First Generation,Second Generation or Higher,Casper Oimoen  was an American ski jumping champion
Norway,Kristin Darnell,Arts/Entertainment,First Generation,Second Generation or Higher,Kristin Clotilde Darnell  is an American actress and model
Norway,Elias Molee,Media/Journalism,First Generation,Second Generation or Higher,"Elias Molee  was an American journalist, philologist and linguist"
Norway,William A. Bugge,Academia/Science,First Generation,Second Generation or Higher,William Adair Bugge  was a civil engineer who played a major role in the development of the transportation infrastructure of the West Coast of the United States during the latter half of the 20th century
Norway,H. G. Haugan,Business/Technology,First Generation,First Generation,
Norway,Helge Alexander Haugan,Business/Technology,First Generation,First Generation,"Helge A  Haugan  was an American banking executive in Chicago, Illinois"
Norway,Carl Martin Bergh,Other,First Generation,First Generation,"Carl Martin Bergh  was a Norwegian-American immigrant who is most associated with the resettlement of fellow Scandinavian families to the area of James City County and York County surrounding the community of Norge, Virginia"
Norway,Robert B. Ingebretsen,Academia/Science,First Generation,Second Generation or Higher,Robert B  Ingebretsen  was a pioneer in the development of digital sound
Norway,Torger Tokle,Sports,First Generation,Second Generation or Higher,Norway Ski Club is a ski club consisting of members mainly from the New York metropolitan area
Norway,Harvey B. Knudson,Other,First Generation,Second Generation or Higher,Harvey B  Knudson  was a Justice on the North Dakota Supreme Court from 1965 to 1975
Norway,Jon,Arts/Entertainment,First Generation,Second Generation or Higher,"Jon is a shortened form of the common given name of Jonathan, derived from ""YHWH has given"", and an alternate spelling of John, derived from ""YHWH is gracious"""
Norway,Reuben Trane,Business/Technology,Second Generation or Higher,Second Generation or Higher,"Reuben Nicholas Trane  founded Trane, the heating and air conditioning company, with his father James Trane"
Norway,Malia Ann Kawailanamalie Petersen,Arts/Entertainment,First Generation,Second Generation or Higher,Malia Ann Kawailanamalie Petersen is a Hawaiian hula dancer of Norwegian and American descent
Norway,James Trane,Business/Technology,First Generation,First Generation,James Alex Trane  was the co-founder of Trane
Norway,Trygve Rovelstad,Arts/Entertainment,First Generation,Second Generation or Higher,Trygve A  Rovelstad  was a renowned sculptor and designer of medals
Norway,George Dahlgren,Sports,First Generation,Second Generation or Higher,"George Dahlgren  was a player in the National Football League for the Kenosha Maroons, Rock Island Independents, and the Hammond Pros from 1924 to 1926 as a guard and tackle"
Spain,Glenn Jacobs,Sports,First Generation,First Generation,"Glenn Thomas Jacobs  is an American professional wrestler, actor, and insurer"
Spain,Lea Michele,Arts/Entertainment,First Generation,Second Generation or Higher,"Lea Michele Sarfati , known professionally as Lea Michele , is an American singer, songwriter, actress, and author, best known for her performance as Rachel Berry on the Fox television series Glee "
Spain,Bruno Mars,Arts/Entertainment,First Generation,Second Generation or Higher,"Peter Gene Hernandez , professionally known by his stage name Bruno Mars, is an American singer, songwriter, record producer, voice actor, and choreographer"
Spain,Eamonn de Valera,Government,First Generation,Second Generation or Higher,—amon de Valera  was one of the dominant political figures in twentieth century Ireland
Spain,Martin Sheen,Arts/Entertainment,First Generation,First Generation,"RamÜn Antonio Gerardo Est_vez , better known by his stage name Martin Sheen, is an American actor who first achieved fame with roles in the films Badlands  and Apocalypse Now "
Spain,Jerry Garcia,Arts/Entertainment,First Generation,Second Generation or Higher,"Jerome John ""Jerry"" Garcia  was an American musician who was best known for his lead guitar work, singing and songwriting with the band the Grateful Dead, which came to prominence during the counterculture era"
Spain,Darren Criss,Arts/Entertainment,First Generation,Second Generation or Higher,"Darren Everett Criss  is an American actor, singer, songwriter, and musician"
Spain,Vanessa Hudgens,Arts/Entertainment,First Generation,Second Generation or Higher,Vanessa Anne Hudgens  is an American actress and singer
Spain,Charlie Sheen,Arts/Entertainment,First Generation,Second Generation or Higher,"Carlos Irwin Est_vez , best known by his stage name Charlie Sheen, is an American actor"
Spain,David Archuleta,Arts/Entertainment,First Generation,Second Generation or Higher,David James Archuleta  is an American singer-songwriter and actor
Spain,Lou Piniella,Sports,First Generation,Second Generation or Higher,Louis Victor Piniella  is a former professional baseball player and manager
Spain,Tony La Russa,Sports,First Generation,Second Generation or Higher,"Anthony ""Tony"" La Russa, Jr"
Spain,Enrique Iglesias,Arts/Entertainment,First Generation,First Generation,"Enrique Miguel Iglesias Preysler , simply known as Enrique Iglesias is a Spanish singer, songwriter, actor, and record producer"
Spain,Frank Lorenzo,Business/Technology,First Generation,Second Generation or Higher,"Francisco Anthony ""Frank"" Lorenzo  is an American businessman and philanthropist"
Spain,David Farragut,Military,First Generation,First Generation,David Glasgow  Farragut  was a flag officer of the United States Navy during the American Civil War
Spain,Luis W. Alvarez,Academia/Science,First Generation,Second Generation or Higher,"Luis Walter Alvarez  was an American experimental physicist, inventor, and professor who was awarded the Nobel Prize in Physics in 1968"
Spain,Hilary Swank,Arts/Entertainment,Second Generation or Higher,Second Generation or Higher,Hilary Ann Swank  is an American actress and producer
Spain,Rita Hayworth,Arts/Entertainment,First Generation,Second Generation or Higher,Rita Hayworth  was an American actress and dancer
Spain,Anderson Cooper,Media/Journalism,First Generation,Second Generation or Higher,"Anderson Hays Cooper  is an American journalist, author, and television personality"
Spain,George Santayana,Media/Journalism,First Generation,First Generation,"Jorge Agustên Nicol_s Ruiz de Santayana y Borr_s, known as George Santayana , was a philosopher, essayist, poet, and novelist"
Spain,Carlos Pena,Arts/Entertainment,Second Generation or Higher,Second Generation or Higher,Carlos Felipe Pe_a  is a Dominican-American former professional baseball first baseman
Spain,Pierre G. T. Beauregard,Military,First Generation,Second Generation or Higher,"Pierre Gustave Toutant-Beauregard  was a Louisianan-born American military officer, politician, inventor, writer, civil servant, and the first prominent general of the Confederate States Army during the American Civil War"
Spain,Richard Serra,Arts/Entertainment,First Generation,Second Generation or Higher,Richard Serra  is an American minimalist sculptor and video artist known for working with large-scale assemblies of sheet metal
Spain,Severo Ochoa,Academia/Science,First Generation,First Generation,"Severo Ochoa de Albornoz  was a Spanish physician and biochemist, and joint winner of the 1959 Nobel Prize in Physiology or Medicine with Arthur Kornberg"
Spain,Francisco J. Ayala,Academia/Science,First Generation,First Generation,"Francisco Jos_ Ayala Pereda  is a Spanish-American evolutionary biologist and philosopher at the University of California, Irvine"
Spain,Keith Hernandez,Sports,First Generation,Second Generation or Higher,Keith Hernandez  is a former Major League Baseball first baseman who played the majority of his career with the St
Spain,Valentin Fuster,Academia/Science,First Generation,Second Generation or Higher,"Valentên Fuster , 1st Marquess of Fuster, is a Spanish cardiologist "
Spain,Julio Iglesias,Arts/Entertainment,Second Generation or Higher,First Generation,"Julio Iglesias  is a Spanish singer and songwriter who has sold more than 300 million records worldwide in 14 languages and released more than 80 albums, and more than 2,600 gold and platinum records certified"
Spain,Artur Balder,Arts/Entertainment,First Generation,First Generation,Artur Balder  is a Spanish American   filmmaker and writer
Spain,Jenna Haze,Arts/Entertainment,First Generation,Second Generation or Higher,"Jenna Haze  is an American director, model and former pornographic actress"
Spain,Geraldo Rivera,Media/Journalism,Second Generation or Higher,Second Generation or Higher,"Gerald Michael Riviera , better known as Geraldo Rivera , is an American attorney, news spinner, author, and talk show host"
Spain,Chick Corea,Arts/Entertainment,First Generation,Second Generation or Higher,"Armando Anthony ""Chick"" Corea  is an American jazz and fusion pianist, keyboardist, and composer"
Spain,John Horse,Military,First Generation,Second Generation or Higher,"John Horse , also known as Juan Caballo, Juan Cavallo, John Cowaya  and Gopher John, was an African-American of mixed ancestry  who fought alongside the Seminoles in the Second Seminole War in Florida"
Spain,Greg Giraldo,Arts/Entertainment,First Generation,Second Generation or Higher,"Gregory C  ""Greg"" Giraldo  was an American stand-up comedian, television personality, and lawyer"
Spain,Frankie Muniz,Arts/Entertainment,First Generation,Second Generation or Higher,"Francisco ""Frankie"" Mu_iz IV  is an American actor, musician, writer, producer, and racing driver"
Spain,Alfred Molina,Arts/Entertainment,First Generation,Second Generation or Higher,"Alfred Molina  is an English actor, known for his roles in Raiders of the Lost Ark, Prick Up Your Ears, Boogie Nights, The Man Who Knew Too Little, Spider-Man 2, Maverick, Species, Not Without My Daughter, Chocolat, Frida, Steamboy, The Hoax, Prince of Persia: The Sands of Time, The Da Vinci Code, The Little Traitor, An Education, The Sorcerer's Apprentice and Rango"
Spain,Julian Casablancas,Arts/Entertainment,First Generation,Second Generation or Higher,"Julian Fernando Casablancas  is an American musician, singer, and songwriter"
Spain,Scientists,Academia/Science,First Generation,Second Generation or Higher,"A scientist, in a broad sense, is one engaging in a systematic activity to acquire knowledge"
Spain,Al Lopez,Sports,First Generation,Second Generation or Higher,"Alfonso RamÜn ""Al"" LÜpez  was an American catcher and manager in Major League Baseball "
Spain,Emilio Estevez,Arts/Entertainment,Second Generation or Higher,Second Generation or Higher,"Emilio Estevez  is an American actor, director, and writer"
Spain,Raquel Tejada,Arts/Entertainment,First Generation,Second Generation or Higher,Raquel Welch  is an American actress
Spain,Raquel Welch,Arts/Entertainment,First Generation,Second Generation or Higher,Raquel Welch  is an American actress
Spain,Joan Bennett,Arts/Entertainment,Second Generation or Higher,Second Generation or Higher,"Joan Geraldine Bennett  was an American stage, film and television actress"
Spain,Novelist,Media/Journalism,Second Generation or Higher,Second Generation or Higher,"A novelist is an author or writer of novels, though often novelists also write in other genres of both fiction and non-fiction"
Spain,Sebastian Junger,Media/Journalism,First Generation,Second Generation or Higher,"Sebastian Junger  is an American journalist, most famous for the best-selling book The Perfect Storm: A True Story of Men Against the Sea , his award-winning chronicle of the war in Afghanistan in the documentary films Restrepo , Korengal , and his book War "
Spain,Micaela Almonester,Business/Technology,First Generation,Second Generation or Higher,"Micaela Leonarda Antonia Almonester y Rojas, Baroness de Pontalba  was a wealthy New Orleans-born aristocrat, businesswoman, and real estate developer, and one of the most dynamic personalities of that city's history"
Spain,Mike Lowell,Sports,First Generation,Second Generation or Higher,Michael Averett Lowell  is a Puerto Rican former professional baseball third baseman in Major League Baseball
Spain,Mark Dacascos,Arts/Entertainment,First Generation,Second Generation or Higher,Mark Alan Dacascos  is an American actor and martial artist
Spain,Barry Alvarez,Sports,Second Generation or Higher,First Generation,Barry L  Alvarez  is a former American football coach who is currently the athletic director at the University of Wisconsin
Spain,Lou Diamond Phillips,Arts/Entertainment,First Generation,Second Generation or Higher,Lou Diamond Phillips  is an American actor and director
Spain,Leander Perez,Government,First Generation,Second Generation or Higher,
Spain,Kenny Ortega,Arts/Entertainment,First Generation,Second Generation or Higher,"Kenneth John ""Kenny"" Ortega  is an American film and television producer, director, and choreographer, best known for directing Hocus Pocus, the High School Musical trilogy and Michael Jackson's This Is It concerts"
Spain,Albert Estopinal,Government,First Generation,Second Generation or Higher,
Spain,Pete Carril,Sports,Second Generation or Higher,First Generation,"Peter James ""Pete"" Carril  is an American former basketball coach"
Spain,Josu Iriondo,Religion,First Generation,Second Generation or Higher,Josu Iriondo  is a retired Spanish American prelate of the Roman Catholic Church who served as auxiliary bishop of the Archdiocese of New York from 2001 to 2014
Spain,Joseph Sadoc Alemany,Religion,First Generation,Second Generation or Higher,"Joseph Sadoc Alemany y Conill, O"
Spain,Nichole Cordova,Arts/Entertainment,Second Generation or Higher,Second Generation or Higher,"Girlicious were an American girl group originally formed by Robin Antin, creator of the Pussycat Dolls, from The CW reality TV show Pussycat Dolls Present: Girlicious"
Spain,Lyle Alzado,Sports,First Generation,Second Generation or Higher,Lyle Martin Alzado  was a professional American football defensive end of the National Football League famous for his intense and intimidating style of play
Spain,Clifford Luyk,Sports,First Generation,First Generation,Clifford Luyk Diem  is an American-born former basketball player who played professionally in Spain and Europe from 1962 to 1978
Spain,Philanthropists,Academia/Science,First Generation,Second Generation or Higher,"Philanthropy  etymologically means ""love of humanity"" in the sense of caring, nourishing, developing and enhancing ""what it is to be human"" on both the benefactors'  and beneficiaries'  parts"
Spain,Gene Brito,Sports,First Generation,First Generation,Gene Herman Brito  was an American football Defensive end in the National Football League who played nine seasons for the Washington Redskins and the Los Angeles Rams from 1951 to 1960
Spain,Polly Baca,Government,First Generation,Second Generation or Higher,"Polly Baca  is an American politician who served as Chair the Democratic Caucus of the Colorado House of Representatives , being the first woman to hold that office, and the first Hispanic woman elected to the Colorado State Senate and in the House and Senate of a state Legislature"
Spain,Samuel B. Nunez,Government,First Generation,Second Generation or Higher,
Spain,Sammy Nunez,Government,First Generation,Second Generation or Higher,
Spain,Manuel Lisa,Business/Technology,First Generation,Second Generation or Higher,"Manuel Lisa, also known as Manuel de Lisa , was a Spanish fur trader, explorer, and United States Indian agent"
Spain,Adela Akers,Arts/Entertainment,Second Generation or Higher,First Generation,Adela Akers  is a Spanish-born textile artist
Spain,Tia Carrere,Arts/Entertainment,Second Generation or Higher,Second Generation or Higher,"Tia Carrere  is an American actress, model, voice artist, and singer who obtained her first big break as a regular on the daytime soap opera General Hospital"
Spain,Charo,Arts/Entertainment,First Generation,Second Generation or Higher,"Marêa del Rosario Mercedes Pilar Martênez Molina Baeza , professionally known by her mononymous stage name Charo, is a Spanish-American actress, comedian, and flamenco guitarist"
Spain,Imogene Coca,Arts/Entertainment,Second Generation or Higher,Second Generation or Higher,Imogene Coca  was an American comic actress best known for her role opposite Sid Caesar on Your Show of Shows
Spain,Manuel Lujan Jr,Government,First Generation,Second Generation or Higher,
Spain,Francisco Mora y Borrell,Religion,First Generation,Second Generation or Higher,"Francisco Mora i Borrell  was a Catalan Catholic priest, who served as the Bishop of Monterey-Los Angeles from 1878 to 1896"
Spain,Gianna Lynn,Arts/Entertainment,First Generation,Second Generation or Higher,"Gianna Lynn  is a pornographic actress, since around 2005"
Spain,Wolf Hudson,Arts/Entertainment,Second Generation or Higher,Second Generation or Higher,"Wolf Hudson  is a gay pornographic film actor, film director, and street dancer"
Spain,Jewel De'Nyle,Arts/Entertainment,First Generation,Second Generation or Higher,Jewel De'Nyle  is the stage name of a former American pornographic actress and director
Spain,Margaret O'Brien,Arts/Entertainment,First Generation,Second Generation or Higher,"Margaret O'Brien  is an American film, television and stage actress"
Spain,Camille Zamora,Arts/Entertainment,Second Generation or Higher,Second Generation or Higher,"Camille Zamora is an American soprano recognized for her performance of opera, zarzuela, oratorio, art song and American songbook"
Spain,Mariano Guadalupe Vallejo,Government,First Generation,Second Generation or Higher,"Mariano Guadalupe Vallejo  was a Californio military commander, politician, and rancher"
Spain,Vito Lopez,Government,First Generation,Second Generation or Higher,"Vito Joseph Lopez  is an American politician, former member of the New York State Assembly, and the former chairman of the Democratic Party of Kings County"
Spain,Dylan O'Brien,Arts/Entertainment,Second Generation or Higher,Second Generation or Higher,"Dylan O'Brien  is an American actor, musician, and director"
Spain,Samantha Torres,Arts/Entertainment,First Generation,First Generation,The following is a list of Playboy Playmates of 1995
Spain,Nia Peeples,Arts/Entertainment,Second Generation or Higher,Second Generation or Higher,"Virenia Gwendolyn ""Nia"" Peeples  is an American R&amp;B and dance music singer and actress"
Spain,Paz de la Huerta,Arts/Entertainment,First Generation,First Generation,"Marêa de la Paz Elizabeth Sofêa Adriana de la Huerta , known by her stage name Paz de la Huerta, is an American actress and model"
